ChaveInstrumento,NomeContratado,NomeUnidadeGestoraReferencia,ModalidadeLicitacao,ValorTotalContratacaoInstrumento,ValorAtualContratacaoInstrumento,percentual_sobrecusto
060E0700001-2023.060E0700001.09.0124-000135-2023,GISELE BRIZON SCHEIDEGGER,Prefeitura Municipal de Rio Novo do Sul,,3480.0,13920.0,300.0
035E0700001-2023.035E0700001.02.0039-000021-2023-000109-2024,SELBETTI GESTAO DE DOCUMENTOS S.A.,Prefeitura Municipal de Itapemirim,Pregão Eletrônico,297360.0,892080.0,200.0
060E0700001-2023.060E0700001.09.0139-000156-2023,LUCIANO DIIRR,Prefeitura Municipal de Rio Novo do Sul,,3600.0,21600.0,500.0
035E0700001-2023.035E0700001.02.0039-000021-2023-000035-2024,SELBETTI GESTAO DE DOCUMENTOS S.A.,Prefeitura Municipal de Itapemirim,Pregão Eletrônico,200557.2,631796.4,215.02055274006614
035E0700001-2023.035E0700001.02.0047-000030-2023-000015-2025,AGROSUL AGROPECUÁRIA EIRELI,Prefeitura Municipal de Itapemirim,Pregão Presencial,6635551.0,8294438.75,25.0
060E0700001-2023.060E0700001.09.0159-000159-2023,DIOVANI SCHAIDER MARCONSINI,Prefeitura Municipal de Rio Novo do Sul,,3600.0,14400.0,300.0
035E0700001-2023.035E0700001.02.0052-000031-2023-000024-2025,AGROSUL AGROPECUÁRIA EIRELI,Prefeitura Municipal de Itapemirim,Pregão Presencial,1138300.0,1422875.0,25.0
035E0700001-2023.035E0700001.09.0007-000179-2023,RICARDO GOMES PEREIRA,Prefeitura Municipal de Itapemirim,,112954.8,348443.04,208.48006459220855
035E0700001-2023.035E0700001.09.0009-000178-2023,PRIME LAN - COMERCIO E SERVICOS DE INFORMATICA LTDA,Prefeitura Municipal de Itapemirim,,17590.0,52770.0,200.0
059L0200001-2023.059L0200001.01.0005-000003-2023-000003-2023,EL PRODUÇÕES DE SOFTWARE LTDA,Câmara Municipal de Rio Bananal,Pregão Presencial,79546.5,235198.62,195.67437913673135
061E0700001-2023.061E0700001.01.0017-000010-2023-000149-2023,LG DE  MORAES SUPRIMENTOS E SOLUCOES DE IMPRE,Prefeitura Municipal de Santa Leopoldina,Pregão Eletrônico,77466.4,300754.33,288.2384233680667
061E0700001-2023.061E0700001.01.0025-000022-2023-000183-2023,Q A TURISMO LTDA,Prefeitura Municipal de Santa Leopoldina,Pregão Eletrônico,147147.52,524985.6,256.77502413904085
061E0500001-2023.061E0500001.01.0003-000005-2023-000136-2023,HANGAR CONSTRUCOES E PRE-MOLDADOS LTDA,Fundo Municipal de Saúde de Santa Leopoldina,Tomada de Preços,2151000.0,2497723.49,16.119176662017676
061E0700001-2023.061E0700001.01.0028-000018-2023-000184-2023,LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI - ME,Prefeitura Municipal de Santa Leopoldina,Pregão Eletrônico,1822048.4,8888058.15,387.80582063571967
061E0700001-2023.061E0700001.09.0109-000182-2023,MITRA ARQUIDIOCESANA DE VITÓRIA,Prefeitura Municipal de Santa Leopoldina,,6000.0,49000.0,716.6666666666667
061E0700001-2023.061E0700001.10.0039-000161-2023,AGAPE ASSESSORIA E CONSULTORIA LTDA,Prefeitura Municipal de Santa Leopoldina,,192000.0,504000.0,162.5
061E0500001-2023.061E0700001.01.0017-000010-2023-000150-2023,LG DE  MORAES SUPRIMENTOS E SOLUCOES DE IMPRE,Fundo Municipal de Saúde de Santa Leopoldina,Pregão Eletrônico,20089.5,62421.31,210.71609547275938
061E0500001-2023.061E0700001.01.0028-000018-2023-000185-2023,LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI - ME,Fundo Municipal de Saúde de Santa Leopoldina,Pregão Eletrônico,473201.05,1911946.99,304.04538197875934
062E0500001-2023.062E0500001.01.0004-000012-2023-000116-2023,IDEAL SISTEMAS E PRESTAÇÃO DE SERVIÇOS LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,Tomada de Preços,2037292.06,2671259.15,31.118125007565183
062E0500001-2023.062E0500001.02.0021-000118-2023-000031-2024,EMC REPRESENTACOES COMERCIO E SERVICOS LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,Pregão Eletrônico,29760.0,90414.6,203.81250000000003
062E0500001-2023.062E0500001.09.0014-000108-2023,"OXIVIT SOLUCOES, GASES E EQUIPAMENTOS LTDA",Fundo Municipal de Saúde de Santa Maria de Jetibá,,7935.0,23805.0,200.0
062E0500001-2023.062E0500001.17.0002-000003-2023-000042-2024,GEOLAB CALDEIRA LAB. DE ANALISES CLINICAS LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,,222666.67,445333.34,100.0
062E0500001-2023.062E0500001.17.0003-000004-2023-000029-2024,BIQ BENEFICIOS LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,,789600.0,1579200.0,100.0
062E0500001-2023.062E0500001.17.0003-000004-2023-000030-2024,UP BRASIL ADMINISTRAÇÃO E SERVIÇOS LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,,6921600.0,14543200.0,110.11326860841424
062E0700001-2023.062E0700001.01.0002-000017-2023-000512-2023,EVOLUE SERVIÇOS LTDA - EPP,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,72000.0,305712.59,324.6008194444445
062E0700001-2023.062E0700001.01.0003-000028-2023-000646-2023,GESTTO ASSESSORIA E CONSULTORIA LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,0.01,0.01,0.0
061E0800001-2023.061E0800001.09.0001-000002-2023,NASSER FRANCISCO MOREIRA,Instituto de Previdência dos Servidores do Município de Santa Leopoldina,,13427.28,53154.96,295.87287968970634
035E0700001-2023.035E0700001.16.0002-000057-2022-000102-2023,START TECH SOLUCAO EM TECNOLOGIA LTDA,Prefeitura Municipal de Itapemirim,,1647000.0,6588000.0,300.0
035E0700001-2023.035E0700001.16.0007-000007-2022-000205-2023,MAIS ESTRUTURA LOCACAO DE TENDAS E BRINQUEDOS EIRELI,Prefeitura Municipal de Itapemirim,,458201.11,1701606.24,271.36667783279705
035E0700001-2023.035E0700001.16.0011-000076-2022-000202-2023,SCORPION TELOES LTDA,Prefeitura Municipal de Itapemirim,,395200.0,1482000.0,275.0
035E0800001-2023.035E0800001.01.0002-000002-2023-000003-2024,EL PRODUÇÕES E SOFTWARE,Instituto de Previdência dos Servidores do Município de Itapemirim,Pregão Presencial,54100.0,169858.36,213.9710905730129
062E0700001-2023.062E0700001.01.0024-000100-2023-000728-2023,AMMER SERVICOS EIRELI,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,56631.6,173086.06,205.63512244047493
035E0800001-2023.035E0800001.01.0002-000002-2023-000004-2024,UNIVERSALPREV SOFTWARE E CONSULTORIA LTDA,Instituto de Previdência dos Servidores do Município de Itapemirim,Pregão Presencial,42850.0,112282.96,162.03724620770132
035E0800001-2023.035E0800001.09.0012-000005-2023,MARATAIZES PIUMA IRIRI INTERNET LTDA,Instituto de Previdência dos Servidores do Município de Itapemirim,,18360.0,55080.0,200.0
062E0700001-2023.062E0700001.01.0032-000022-2023-000219-2024,IDEAL SISTEMAS E PRESTAÇÃO DE SERVIÇOS LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Tomada de Preços,2129375.84,2831895.67,32.99181933049452
036E0100001-2023.036E0100001.09.0008-000008-2023,DM SOLUTIONS LTDA,Serviço Autônomo de Água e Esgoto de Itarana,,2640.0,16680.0,531.8181818181819
062E0700001-2023.062E0700001.01.0035-000001-2023-000190-2024,IDEAL SISTEMAS E PRESTAÇÃO DE SERVIÇOS LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Concorrência,3197609.68,5180138.53,62.00033926592317
036E0100001-2023.036E0100001.09.0020-000009-2023,FEHLBERG PECAS E SERVICOS MECANICOS PARA VEICULOS,Serviço Autônomo de Água e Esgoto de Itarana,,10000.0,30000.0,200.0
036E0100001-2023.036E0100001.09.0020-000010-2023,ITARANA DIESEL COMERCIO E EIRELLI,Serviço Autônomo de Água e Esgoto de Itarana,,14000.0,42000.0,200.0
036E0100001-2023.036E0100001.09.0020-000011-2023,F E G MOTO PECAS LTDA,Serviço Autônomo de Água e Esgoto de Itarana,,3000.0,9000.0,200.0
036E0100001-2023.036E0100001.09.0020-000012-2023,Mecânica Flegler Ltda,Serviço Autônomo de Água e Esgoto de Itarana,,8000.0,24000.0,200.0
036E0700001-2023.036E0700001.01.0006-000001-2023-000047-2023,LIFE SOLUÇÕES TÉCNICAS E AMBIENTAIS LTDA,Prefeitura Municipal de Itarana,Convite,45709.0,45709.0,0.0
036E0700001-2023.036E0700001.01.0013-000004-2023-000038-2023,SYM GESTAO E SOLUCOES INTELIGENTES LTDA,Prefeitura Municipal de Itarana,Pregão Eletrônico,59990.0,238999.28,298.3985330888482
036E0500001-2023.036E0700001.01.0015-000005-2023-000021-2023,QFROTAS SISTEMAS LTDA,Fundo Municipal de Saúde de Itarana,Pregão Eletrônico,200000.0,650000.0,225.0
036E0700001-2023.036E0700001.01.0029-000013-2023-000095-2023,SAO CRISTOVAO CONSTRUCOES E INSTALACOES DE INCENDIO EIRELI,Prefeitura Municipal de Itarana,Tomada de Preços,979674.02,1282925.54,30.954329073664727
036E0700001-2023.036E0700001.01.0034-000016-2023-000075-2023,FORZA DISTRIBUIDORA LTDA,Prefeitura Municipal de Itarana,Pregão Eletrônico,643600.0,749794.0,16.5
036E0700001-2023.036E0700001.01.0035-000019-2023-000088-2023,WLE DETTMANN LTDA ME,Prefeitura Municipal de Itarana,Pregão Presencial,489718.23,1700212.55,247.18179676505
036E0700001-2023.036E0700001.01.0035-000019-2023-000084-2023,G.A.M TRANSPORTES EIRELI - ME,Prefeitura Municipal de Itarana,Pregão Presencial,320440.83,1355253.36,322.93404370473013
036E0700001-2023.036E0700001.01.0035-000019-2023-000085-2023,JHEFFERSON BERGER ME,Prefeitura Municipal de Itarana,Pregão Presencial,183967.0,635143.02,245.2483434529019
036E0700001-2023.036E0700001.01.0035-000019-2023-000086-2023,TRANSPORTADORA MENEGHEL LTDA EPP,Prefeitura Municipal de Itarana,Pregão Presencial,454173.19,1788638.91,293.82309422535485
036E0700001-2023.036E0700001.01.0035-000019-2023-000087-2023,VIACAO POR DO SOL LTDA ME,Prefeitura Municipal de Itarana,Pregão Presencial,205904.28,741713.63,260.2225412701475
036E0700001-2023.036E0700001.01.0035-000019-2023-000080-2023,ABEL MENEGHEL GONCALVES,Prefeitura Municipal de Itarana,Pregão Presencial,183338.88,864033.01,371.2764744717541
036E0700001-2023.036E0700001.01.0035-000019-2023-000081-2023,COOP. DE TRANSP. DA REGIAO SUDESTE SERRANA COOPTAC,Prefeitura Municipal de Itarana,Pregão Presencial,395889.85,949010.75,139.71585783267747
036E0700001-2023.036E0700001.01.0035-000019-2023-000083-2023,FT TRANSPORTE LTDA,Prefeitura Municipal de Itarana,Pregão Presencial,85107.8,359817.03,322.7779709967829
036E0700001-2023.036E0700001.01.0048-000027-2023-000146-2023,Z E TRANSPORTES LTDA ME,Prefeitura Municipal de Itarana,Pregão Presencial,95615.28,286845.84,200.00000000000006
062E0700001-2023.062E0700001.02.0051-000075-2023-000198-2024,GEOGRAPH-TOPOGRAFIA E EMPREEND. LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,27141.0,61067.25,125.0
062E0700001-2023.062E0700001.02.0051-000075-2023-000199-2024,GEOGRAPH-TOPOGRAFIA E EMPREEND. LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,5950.0,13387.5,125.0
036E0700001-2023.036E0700001.09.0021-000023-2024,SKYMAIL SERVICOS DE COMPUTACAO E PROVIMENTO DE INFORMACAO DIGITAL LTDA,Prefeitura Municipal de Itarana,,6400.0,18400.0,187.5
062E0700001-2023.062E0700001.02.0056-000081-2023-000379-2024,G.M.G. PANIFICADORA LTDA - MEE,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,34220.0,76369.0,123.17066043249562
036E0700001-2023.036E0700001.09.0029-000144-2023,ASSOCIAÇÃO DE CATADORES DE ITARANA,Prefeitura Municipal de Itarana,,131520.0,394560.0,200.0
037E0500001-2023.037E0500001.01.0006-000076-2023-000239-FMS-2023,ODONTO TÉCNICA EL SHADAI LTDA,Fundo Municipal de Saúde de Iúna,Pregão Eletrônico,52944.0,158832.0,200.0
037E0500001-2023.037E0500001.01.0007-000097-2023-000096-2024,HD CONSTRUTORA LTDA,Fundo Municipal de Saúde de Iúna,Concorrência,1971355.04,1971355.04,0.0
037E0500001-2023.037E0500001.01.0008-000099-2023-000093-FMS-2024,T C MORALIS CONSTRUTORA E IMOBILIARIA LTDA,Fundo Municipal de Saúde de Iúna,Concorrência,2500926.9,2561439.47,2.419605706988089
061E0800001-2023.061E0800001.09.0005-000001-2024,ESCRITORIO TECNICO ATUARIAL E CORRETORA DE SEGUROS SOCIEDADE SIMPLES LTDA,Instituto de Previdência dos Servidores do Município de Santa Leopoldina,,17250.0,34500.0,100.0
037E0500001-2023.037E0500001.17.0001-000042-2023-000191-2023,A R SANTIAGO - ME,Fundo Municipal de Saúde de Iúna,,152000.0,532000.0,250.0
037E0500001-2023.037E0500001.17.0001-000042-2023-000192-2023,L. P. HUGUINIM  CIA LTDA ME,Fundo Municipal de Saúde de Iúna,,152000.0,532000.0,250.0
037E0500001-2023.037E0500001.17.0001-000042-2023-000193-2023,AMIGO  BARROS LTDA - ME,Fundo Municipal de Saúde de Iúna,,152000.0,532000.0,250.0
037E0500001-2023.037E0500001.17.0001-000042-2023-000194-2023,OSVALDO M. PEREIRA E CIA LTDA,Fundo Municipal de Saúde de Iúna,,152000.0,532000.0,250.0
037E0500001-2023.037E0500001.17.0001-000042-2023-000195-2023,EDUARDO SILVA LIMA  CIA LTDA - VITAL BRASIL,Fundo Municipal de Saúde de Iúna,,152000.0,532000.0,250.0
037E0700001-2023.037E0700001.01.0002-000010-2023-000115-2023,CRISTIANO RODRIGUES SOARES 12327846722,Prefeitura Municipal de Iúna,Pregão Presencial,124200.0,515833.72,315.3250563607085
037E0700001-2023.037E0700001.01.0009-000035-2023-000200-2023,D O DA SILVA MUSICA E ARTES,Prefeitura Municipal de Iúna,Pregão Presencial,78840.0,236520.0,200.0
037E0700001-2023.037E0700001.01.0011-000037-2023-000190-2023,A O FIGUEIREDO ME,Prefeitura Municipal de Iúna,Pregão Presencial,47232.0,147870.18,213.07202743902437
037E0700001-2023.037E0700001.01.0014-000044-2023-000203-2023,LINK CARD ADMINISTRADORA DE BENEFÍCIOS LTDA,Prefeitura Municipal de Iúna,Pregão Eletrônico,2910000.0,8730000.0,200.0
037E0500001-2023.037E0700001.01.0014-000044-2023-000203-A-2023,LINK CARD ADMINISTRADORA DE BENEFÍCIOS LTDA,Fundo Municipal de Saúde de Iúna,Pregão Eletrônico,450000.0,1200000.0,166.66666666666669
037E0700001-2023.037E0700001.01.0020-000061-2023-000045-2024,SUENGE ENGENHARIA LTDA,Prefeitura Municipal de Iúna,Concorrência,5825258.64,6270918.17,7.650467688075054
037E0700001-2023.037E0700001.01.0020-000061-2023-000046-2024,T C MORALIS CONSTRUTORA E IMOBILIARIA LTDA,Prefeitura Municipal de Iúna,Concorrência,1437499.25,1437499.25,0.0
037E0700001-2023.037E0700001.01.0025-000067-2023-000241-2023,A O FIGUEIREDO ME,Prefeitura Municipal de Iúna,Pregão Presencial,120576.0,373201.92,209.51592356687897
037E0700001-2023.037E0700001.01.0028-000086-2023-000053-2024,P. S. AMORIM CONSTRUTORA LTDA - ME,Prefeitura Municipal de Iúna,Concorrência,4295311.11,4295311.11,0.0
037E0500001-2023.037E0700001.02.0011-000019-2023-000034-FMS-2024,ROBSON CAMPOS KUHN,Fundo Municipal de Saúde de Iúna,Pregão Presencial,48400.0,48400.0,0.0
037E0500001-2023.037E0700001.02.0011-000019-2023-000172-SAU-2023,ROBSON CAMPOS KUHN,Fundo Municipal de Saúde de Iúna,Pregão Presencial,52800.0,211200.0,300.0
037E0700001-2023.037E0700001.02.0011-000019-2023-000197-2023,ROBSON CAMPOS KUHN,Prefeitura Municipal de Iúna,Pregão Presencial,47994.0,143982.0,200.0
037E0700001-2023.037E0700001.02.0011-000019-2023-000034-2024,ROBSON CAMPOS KUHN,Prefeitura Municipal de Iúna,Pregão Presencial,166535.54,498606.63,199.39953357703703
062E0700001-2023.062E0700001.02.0072-000110-2023-000158-2024,DINÂMICA MULTISERVICE EIRELI,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,90400.0,326925.01,261.64271017699116
062E0500001-2023.062E0700001.02.0072-000110-2023-000078-2024,HORTO CENTRAL MARATAIZES LTDA,Fundo Municipal de Saúde de Santa Maria de Jetibá,Pregão Eletrônico,431040.0,510645.2,18.468170007423907
062E0700001-2023.062E0700001.02.0082-000127-2023-000468-2024,AGROLAB - ANALISES E CONTROLE DE QUALIDADE LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,29166.79,29114.77,-0.1783535315336396
062E0700001-2023.062E0700001.09.0008-000302-2023,AGILSON LUXINGER,Prefeitura Municipal de Santa Maria de Jetibá,,25200.0,107143.56,325.17285714285714
062E0700001-2023.062E0700001.09.0013-000448-2023,CONTATO DIARIO LTDA - EPP,Prefeitura Municipal de Santa Maria de Jetibá,,840.0,3360.0,300.0
037E0700001-2023.037E0700001.02.0012-000020-2023-000131-2024,FADINI SOLUCOES LTDA,Prefeitura Municipal de Iúna,Pregão Eletrônico,13284.0,14933.0,12.413429689852453
037E0700001-2023.037E0700001.02.0024-000048-2023-000114-2024,W DE A AMORIM EMPREENDIMENTOS TURISTICO,Prefeitura Municipal de Iúna,Pregão Presencial,15480.0,48866.11,215.67254521963824
062E0700001-2023.062E0700001.16.0004-000193-2021-000443-ADE-2023,"SPEED SERV - COM., PREST. DE SERV. E LIMP. LTDA",Prefeitura Municipal de Santa Maria de Jetibá,,3419157.6,13455982.44,293.54671571734514
062E0700001-2023.062E0700001.17.0001-000001-2023-000070-2024,UP BRASIL ADMINISTRAÇÃO E SERVIÇOS LTDA,Prefeitura Municipal de Santa Maria de Jetibá,,33600000.0,67200000.0,100.0
063E0700001-2023.063E0700001.01.0006-000007-2023-000047-2023,PEDRA DA ONCA LOCACOES EIRELI EPP,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,1048431.0,4615079.4,340.18913977171604
063E0700001-2023.063E0700001.01.0006-000007-2023-000048-2023,PPMR TERRAPLANAGEM LTDA,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,188594.0,927882.48,392.0
037E0500001-2023.037E0700001.02.0049-000095-2023-000218-FMS-2024,D G DA S ARRUDA DISTRIBUIDORA,Fundo Municipal de Saúde de Iúna,Pregão Eletrônico,14700.0,14700.0,0.0
063E0700001-2023.063E0700001.01.0019-000002-2023-000098-2023,INOVA ASSESSORIA E SERVIÇOS CONTABEIS LTDA,Prefeitura Municipal de Santa Teresa,Tomada de Preços,166920.0,674181.36,303.89489575844715
063E0700001-2023.063E0700001.01.0024-000006-2023-000149-2023,BR CONSTRUTORA E SERVIÇOS LTDA EPP,Prefeitura Municipal de Santa Teresa,Concorrência,3856274.94,4690524.65,21.63356407362387
063E0700001-2023.063E0700001.01.0027-000022-2023-000102-2023,MAYCON ROBERTO BARTH SPORTS,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,80147.6,240442.8,199.99999999999994
063E0700001-2023.063E0700001.01.0027-000022-2023-000103-2023,R M COMERCIAL SPORTS EIRELI,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,49049.8,147149.4,199.99999999999997
063E0700001-2023.063E0700001.01.0046-000045-2023-000191-2023,SERVICOS RONDELLI LTDA ME,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,212500.0,795024.0,274.1289411764706
037E0700001-2023.037E0700001.09.0003-000062-2023,SINDICATO DOS SERVIDORES PÚBLICOS DE IÚNA E IRUPI,Prefeitura Municipal de Iúna,,6400.0,21760.0,240.0
063E0700001-2023.063E0700001.01.0061-000003-2023-000013-2024,TECVIG CONSTRUTORA E SERVIÇOS LTDA ME,Prefeitura Municipal de Santa Teresa,Concorrência,439900.0,391941.1,-10.902227779040697
063E0700001-2023.063E0700001.01.0063-000068-2023-000015-2024,LICITA WEB COMERCIO EIRELI EPP,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,36255.78,35475.78,-2.1513811039232915
063E0700001-2023.063E0700001.01.0063-000068-2023-000014-2024,BH NUTRI LTDA,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,89837.45,87462.57,-2.643530064577735
063E0700001-2023.063E0700001.02.0009-000043-2023-000117-2024,ILUMITERRA CONTRUCOES E MONTAGENS LTDA,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,485844.07,192425.49,-60.393570307444534
037L0200001-2023.037L0200001.01.0003-000005-2023-000001-2024,A. R. DA SILVA JUNIOR,Câmara Municipal de Iúna,Pregão Presencial,44400.0,137284.8,209.19999999999996
038E0100001-2023.038E0100001.01.0001-000001-2023-000006-2023,BRECHO MATERIAIS ELÉTRICOS LTDA-ME,Serviço Autônomo de Água e Esgoto de Jaguaré,Pregão Presencial,84000.0,351498.0,318.45
038E0500001-2023.038E0500001.01.0006-000002-2023-000013-2023,AMBIENTE SERVICOS URBANOS LTDA,Fundo Municipal de Saúde de Jaguaré,Tomada de Preços,1937934.83,1995265.08,2.958316714912441
063E0700001-2023.063E0700001.09.0026-000116-2023,ALTA ELEVADORES LTDA ME,Prefeitura Municipal de Santa Teresa,,5844.0,23376.0,300.0
038E0500001-2023.038E0500001.02.0018-000005-2023-000019-2023,TOTI E FILHOS TRANSPORTES TURISMO LTDA EPP,Fundo Municipal de Saúde de Jaguaré,Pregão Presencial,4403000.0,16413448.55,272.77875425846014
038E0500001-2023.038E0500001.02.0022-000024-2023-000025-2023,HENRIQUE JOSÉ DA MOTA NETO,Fundo Municipal de Saúde de Jaguaré,Pregão Eletrônico,180000.0,540000.0,200.0
063E0700001-2023.063E0700001.09.0042-000170-2024,UNIAO COLETAS E PRESTACAO DE SERVICOS AMBIENTAIS L,Prefeitura Municipal de Santa Teresa,,7395.0,15176.7,105.22920892494929
063E0700001-2023.063E0700001.10.0025-000136-2023,ROSIMERI MAJESKY,Prefeitura Municipal de Santa Teresa,,15840.0,66803.04,321.7363636363636
063L0200001-2023.063L0200001.01.0001-000001-2023-000010-2023,AZ TURISMO E VIAGENS LTDA,Câmara Municipal de Santa Teresa,Tomada de Preços,80000.0,282331.13,252.91391249999998
063L0200001-2023.063L0200001.01.0003-000001-2023-000014-2023,LINK CARD ADMINISTRADORA DE BENEFICIOS LTDA,Câmara Municipal de Santa Teresa,Pregão Eletrônico,49680.0,159863.55,221.7865338164251
064E0700001-2023.064E0700001.01.0019-000011-2023-000113-2023,DIGITAL SOLUÇÕES LTDA -  ME,Prefeitura Municipal de São Domingos do Norte,Pregão Presencial,46800.0,140400.0,200.0
064E0700001-2023.064E0700001.01.0024-000015-2023-000150-2023,SC COSTA E SILVA COMERCIO E SERVICOS AMBIENTAIS EIRELI,Prefeitura Municipal de São Domingos do Norte,Tomada de Preços,1657690.11,2226032.81,34.28521993172777
064E0700001-2023.064E0700001.02.0005-000002-2023-000072-2024,FCI UNIFORMES COMERCIO E CONFECÇÕES LTDA,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,36900.0,36900.0,0.0
064E0700001-2023.064E0700001.02.0005-000002-2023-000073-2024,ATLAS VISUAL LTDA,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,439749.01,439749.01,0.0
064E0700001-2023.064E0700001.02.0005-000002-2023-000074-2024,NACIONAL BRINDES PRESENTES CORPORATIVOS LTDA,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,56800.0,56800.0,0.0
064E0700001-2023.064E0700001.02.0005-000002-2023-000075-2024,GRÁFICA AQUARIUS LTDA,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,78091.06,78091.06,0.0
064E0700001-2023.064E0700001.02.0005-000002-2023-000076-2024,Roselky Gráfica Indústria e Comércio LTDA,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,24063.09,24063.09,0.0
064E0700001-2023.064E0700001.02.0013-000012-2023-000130-2024,JEAN CARLOS CAZOTI EPP,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,344736.88,344736.88,0.0
064E0700001-2023.064E0700001.02.0013-000012-2023-000131-2024,Walace Marchesini ME,Prefeitura Municipal de São Domingos do Norte,Pregão Eletrônico,165812.71,165812.71,0.0
063L0200001-2023.063L0200001.09.0012-000016-2023,LUAN LAIO AGUIAR 12539941702,Câmara Municipal de Santa Teresa,,96960.0,242400.0,150.0
064E0500006-2023.064E0500006.01.0001-000001-2023-000158-2023,DOMINARE CONSTRUÇÕES E EMPREENDIMENTOS LTDA,Fundo Municipal de Saúde de São Domingos do Norte,Tomada de Preços,2961667.64,3370720.97,13.811587920108417
065E0500001-2023.065E0500001.01.0014-000012-2023-000128-2023,RG SYSTEM INFORMÁTICA EIRELI EPP,Fundo Municipal de Saúde de São Gabriel da Palha,Pregão Presencial,152280.0,456840.0,200.0
038E0600001-2023.038E0600001.01.0001-000002-2023-000002-2023,TRANSIGOR TRANSPORTES E TURISMO LTDA-EPP,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Presencial,514920.0,2134460.0,314.5226442942593
038E0600001-2023.038E0600001.01.0001-000002-2023-000003-2023,VIACAO SAO GABRIEL LTDA,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Presencial,530000.0,1749000.0,229.99999999999997
038E0600001-2023.038E0600001.01.0002-000004-2023-000015-2023,LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Presencial,672000.0,3050880.0,354.0
038E0600001-2023.038E0600001.01.0004-000003-2023-000023-2023,A.L TRANSPORTES E TURISMO LTDA - ME,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Presencial,4006745.65,17033502.18,325.12062576270597
038E0600001-2023.038E0600001.01.0004-000003-2023-000024-2023,TOTI E FILHOS TRANSPORTES TURISMO LTDA EPP,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Presencial,5831752.86,24791985.73,325.12065111757835
038E0500002-2023.038E0500002.09.0010-000036-2023,ROSILENE NOGUEIRA,Fundo Municipal de Assistência Social de Jaguaré,,3300.0,20395.56,518.0472727272727
038E0600001-2023.038E0600001.01.0007-000003-2023-000025-2023,GENTE SEGURADORA S.A,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Pregão Eletrônico,24284.1,98432.54,305.33740183906343
038E0600001-2023.038E0600001.01.0012-000002-2023-000039-2023,AMBIENTE SERVICOS URBANOS LTDA,"Secretaria Municipal de Educação, Cultura e Esporte de Jaguaré",Concorrência,4134301.36,4408858.44,6.640954688411988
038E0600002-2023.038E0600002.02.0008-000003-2023-000008-2025,MT SOLUÇÕES E SERVIÇOS TÉCNICOS LTDA,Secretaria Municipal de Obras e Serviços Urbanos de Jaguaré,Concorrência,217894.02,271219.02,24.472906599272452
065E0100001-2023.065E0100001.01.0001-000007-2023-000001-2023,UNICENTER TECNOLOGIA LTDA,Caixa de Assistência dos Servidores Públicos de São Gabriel da Palha,Pregão Eletrônico,23833.56,99423.95,317.1594591827658
065E0500002-2023.065E0500002.16.0004-000004-2023-000142-2023,AGRODATA INFORMATICA LTDA ME,Fundo Municipal de Assistência Social de São Gabriel da Palha,,22117.0,44234.0,100.0
